Missing %, 1's %, Rank, Method, Mean Relative Error, Mean Error Rate, Mean RMSE, Mean Iterations
0.40, 0.35, 2, TSVD, 0.612509, 0.263034, 0.444099, 46.00
0.40, 0.35, 2, sigma-NMD (TSVD init), 0.539240, 0.269610, 0.468062, 561.00
0.40, 0.35, 2, ReLU-NMD (TSVD init), 0.610587, 0.263034, 0.437890, 11.00
0.40, 0.35, 2, sigma-NMD (Random init), 0.561997, 0.296336, 0.474426, 623.00
0.40, 0.35, 2, ReLU-NMD (Random init), 0.739360, 0.318506, 23.101017, 75.00
0.40, 0.35, 2, NMF, 0.614766, 0.264584, 0.439662, 45.00
0.40, 0.35, 5, TSVD, 0.432106, 0.246313, 0.742372, 360.00
0.40, 0.35, 5, sigma-NMD (TSVD init), 0.183753, 0.278535, 0.519631, 2531.00
0.40, 0.35, 5, ReLU-NMD (TSVD init), 0.399145, 0.247064, 1929991972.068527, 21.00
0.40, 0.35, 5, sigma-NMD (Random init), 0.210395, 0.305355, 0.545151, 1658.00
0.40, 0.35, 5, ReLU-NMD (Random init), 0.554346, 0.309958, 52496825.370200, 1023.00
0.40, 0.35, 5, NMF, 0.454341, 0.257539, 11.479054, 98.00
0.40, 0.35, 10, TSVD, 0.187890, 0.338516, 2.757525, 3158.00
0.40, 0.35, 10, sigma-NMD (TSVD init), 0.000312, 0.337248, 0.564393, 111.00
0.40, 0.35, 10, ReLU-NMD (TSVD init), 0.128478, 0.351339, 111488438.410148, 31.00
0.40, 0.35, 10, sigma-NMD (Random init), 0.063025, 0.298450, 0.523068, 74.00
0.40, 0.35, 10, ReLU-NMD (Random init), 0.375570, 0.324237, 210281684.555644, 21.00
0.40, 0.35, 10, NMF, 0.265273, 0.300658, 304.085544, 303.00
