Missing %, 1's %, Rank, Method, Mean Relative Error, Mean Error Rate, Mean RMSE, Mean Iterations
0.45, 0.35, 2, TSVD, 0.616891, 0.261127, 0.446710, 48.00
0.45, 0.35, 2, sigma-NMD (TSVD init), 0.539864, 0.276827, 0.469354, 671.00
0.45, 0.35, 2, ReLU-NMD (TSVD init), 0.614450, 0.258455, 0.429441, 11.00
0.45, 0.35, 2, sigma-NMD (Random init), 0.559586, 0.314113, 0.486540, 679.00
0.45, 0.35, 2, ReLU-NMD (Random init), 0.760880, 0.341503, 381.975306, 80.00
0.45, 0.35, 2, NMF, 0.619761, 0.267766, 0.434522, 39.00
0.45, 0.35, 5, TSVD, 0.417317, 0.248601, 0.709954, 335.00
0.45, 0.35, 5, sigma-NMD (TSVD init), 0.157535, 0.303132, 0.543193, 1681.00
0.45, 0.35, 5, ReLU-NMD (TSVD init), 0.387102, 0.247599, 729.171192, 31.00
0.45, 0.35, 5, sigma-NMD (Random init), 0.201623, 0.328559, 0.565128, 1394.00
0.45, 0.35, 5, ReLU-NMD (Random init), 0.569716, 0.329436, 716228028.897294, 25.00
0.45, 0.35, 5, NMF, 0.437581, 0.253152, 25.510198, 118.00
0.45, 0.35, 10, TSVD, 0.140411, 0.350564, 3.617272, 4276.00
0.45, 0.35, 10, sigma-NMD (TSVD init), 0.000319, 0.338205, 0.562275, 121.00
0.45, 0.35, 10, ReLU-NMD (TSVD init), 0.109417, 0.357829, 70228532.165039, 21.00
0.45, 0.35, 10, sigma-NMD (Random init), 0.054544, 0.307349, 0.528448, 74.00
0.45, 0.35, 10, ReLU-NMD (Random init), 0.412091, 0.343299, 9668140467295.191406, 21.00
0.45, 0.35, 10, NMF, 0.230048, 0.310355, 357.396329, 379.00
